"Path","Ext","Size","Lines"
"frontend\src\components\project-roadmap-gantt\ProjectRoadmapGantt.tsx",".tsx","12766","311"
"frontend\src\components\project-roadmap-gantt\RoadmapDemo.tsx",".tsx","5265","104"
"frontend\src\components\project-roadmap-gantt\sample-data.ts",".ts","9449","306"
"frontend\src\components\projects\project-create-button\project-create-button.tsx",".tsx","5550","154"
"frontend\src\components\projects\project-drawer\project-basic-info\project-basic-info.tsx",".tsx","1384","37"
"frontend\src\components\projects\project-drawer\project-category-section\project-category-section.tsx",".tsx","4683","145"
"frontend\src\components\projects\project-drawer\project-client-section\project-client-section.tsx",".tsx","3574","116"
"frontend\src\components\projects\project-drawer\project-drawer.tsx",".tsx","28115","724"
"frontend\src\components\projects\project-drawer\project-health-section\project-health-section.tsx",".tsx","1152","33"
"frontend\src\components\projects\project-drawer\project-status-section\project-status-section.tsx",".tsx","973","29"
"frontend\src\components\projects\project-manager-dropdown\project-manager-dropdown.css",".css","586","27"
"frontend\src\components\projects\project-manager-dropdown\project-manager-dropdown.tsx",".tsx","4269","111"
"frontend\src\components\projects\project-member-invite-drawer\project-member-invite-drawer.tsx",".tsx","10362","272"
"frontend\src\components\projects\project-stats-card.tsx",".tsx","1730","55"
"frontend\src\components\project-task-filters\create-status-button\create-status-button.tsx",".tsx","1097","28"
"frontend\src\components\project-task-filters\create-status-drawer\create-status-drawer.css",".css","760","31"
"frontend\src\components\project-task-filters\create-status-drawer\create-status-drawer.tsx",".tsx","4057","100"
"frontend\src\components\project-task-filters\delete-status-drawer\delete-status-drawer.tsx",".tsx","5555","136"
"frontend\src\components\project-task-filters\filter-dropdowns\column-configuration-modal.tsx",".tsx","5477","162"
"frontend\src\components\project-task-filters\filter-dropdowns\group-by-filter-dropdown.tsx",".tsx","3267","73"
"frontend\src\components\project-task-filters\filter-dropdowns\labels-filter-dropdown.tsx",".tsx","5794","155"
"frontend\src\components\project-task-filters\filter-dropdowns\members-filter-dropdown.tsx",".tsx","6310","164"
"frontend\src\components\project-task-filters\filter-dropdowns\priority-filter-dropdown.tsx",".tsx","4981","114"
"frontend\src\components\project-task-filters\filter-dropdowns\search-dropdown.tsx",".tsx","3218","92"
"frontend\src\components\project-task-filters\filter-dropdowns\show-fields-filter-dropdown.tsx",".tsx","8237","212"
"frontend\src\components\project-task-filters\filter-dropdowns\sort-filter-dropdown.tsx",".tsx","4692","126"
"frontend\src\components\reporting\drawers\overview-team-info\members-tab\reporting-overview-members-tab.tsx",".tsx","1228","25"
"frontend\src\components\reporting\drawers\overview-team-info\members-tab\reporting-overview-members-table.tsx",".tsx","3767","115"
"frontend\src\components\reporting\drawers\overview-team-info\overview-tab\reports-overview-category-graph.tsx",".tsx","2984","95"
"frontend\src\components\reporting\drawers\overview-team-info\overview-tab\reports-overview-project-health-graph.tsx",".tsx","3076","95"
"frontend\src\components\reporting\drawers\overview-team-info\overview-tab\reports-overview-status-graph.tsx",".tsx","3361","95"
"frontend\src\components\reporting\drawers\overview-team-info\overview-tab\reports-overview-tab.tsx",".tsx","1676","40"
"frontend\src\components\reporting\drawers\overview-team-info\overview-team-info-drawer.tsx",".tsx","2090","53"
"frontend\src\components\reporting\drawers\overview-team-info\overview-team-info-drawer-tabs.tsx",".tsx","1230","31"
"frontend\src\components\reporting\drawers\overview-team-info\projects-tab\projects-reports-table.css",".css","1656","48"
"frontend\src\components\reporting\drawers\overview-team-info\projects-tab\reporting-overview-projects-tab.tsx",".tsx","940","23"
"frontend\src\components\reporting\drawers\overview-team-info\projects-tab\reporting-overview-projects-table.tsx",".tsx","12363","313"
"frontend\src\components\reporting\time-wise-filter.tsx",".tsx","6660","176"
"frontend\src\components\save-project-as-template\save-project-as-template.tsx",".tsx","6366","183"
"frontend\src\components\schedule\grant-chart\day-allocation-cell.tsx",".tsx","3734","103"
"frontend\src\components\schedule\grant-chart\grantt-chart.tsx",".tsx","10815","270"
"frontend\src\components\schedule\grant-chart\grantt-members-table.tsx",".tsx","4740","138"
"frontend\src\components\schedule\grant-chart\project-timeline-bar.tsx",".tsx","5870","167"
"frontend\src\components\schedule\grant-chart\tabs\withStartAndEndDates\WithStartAndEndDates.tsx",".tsx","2868","70"
"frontend\src\components\schedule\grant-chart\timeline.tsx",".tsx","3110","99"
"frontend\src\components\schedule-old\tabs\withStartAndEndDates\WithStartAndEndDates.tsx",".tsx","2477","64"
"frontend\src\components\schedule-old\team\Team.css",".css","165","7"
"frontend\src\components\schedule-old\team\Team.tsx",".tsx","19598","438"
"frontend\src\components\service-worker-status\ServiceWorkerStatus.tsx",".tsx","4326","129"
"frontend\src\components\settings\edit-team-name-modal.tsx",".tsx","2393","81"
"frontend\src\components\settings\update-member-drawer.tsx",".tsx","9167","251"
"frontend\src\components\survey\index.ts",".ts","116","2"
"frontend\src\components\survey\SurveyPromptModal.tsx",".tsx","9213","253"
"frontend\src\components\survey\SurveySettingsCard.tsx",".tsx","2264","69"
"frontend\src\components\suspense-fallback\suspense-fallback.tsx",".tsx","1442","50"
"frontend\src\components\Tag.tsx",".tsx","1139","45"
"frontend\src\components\task-drawer\shared\activity-log\task-drawer-activity-log.tsx",".tsx","9285","231"
"frontend\src\components\task-drawer\shared\info-tab\attachments\attachments-grid.tsx",".tsx","1673","56"
"frontend\src\components\task-drawer\shared\info-tab\attachments\attachments-preview.css",".css","4127","201"
"frontend\src\components\task-drawer\shared\info-tab\attachments\attachments-preview.tsx",".tsx","10608","281"
"frontend\src\components\task-drawer\shared\info-tab\attachments\attachments-upload.css",".css","799","34"
"frontend\src\components\task-drawer\shared\info-tab\attachments\attachments-upload.tsx",".tsx","3136","95"
"frontend\src\components\task-drawer\shared\info-tab\comments\task-comments.css",".css","5578","240"
"frontend\src\components\task-drawer\shared\info-tab\comments\task-comments.tsx",".tsx","14388","358"
"frontend\src\components\task-drawer\shared\info-tab\comments\task-view-comment-edit.tsx",".tsx","3470","90"
"frontend\src\components\task-drawer\shared\info-tab\dependencies-table.css",".css","229","8"
"frontend\src\components\task-drawer\shared\info-tab\dependencies-table.tsx",".tsx","7749","236"
"frontend\src\components\task-drawer\shared\info-tab\description-editor.tsx",".tsx","10205","284"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-assignee-selector\task-drawer-assignee-selector.tsx",".tsx","7524","184"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-billable\task-drawer-billable.tsx",".tsx","909","24"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-due-date\task-drawer-due-date.tsx",".tsx","5170","132"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-estimation\task-drawer-estimation.tsx",".tsx","2772","77"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-key\task-drawer-key.tsx",".tsx","451","15"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-labels\task-drawer-labels.tsx",".tsx","7659","212"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-phase-selector\task-drawer-phase-selector.tsx",".tsx","1295","41"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-priority-selector\priority-dropdown.css",".css","369","16"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-priority-selector\task-drawer-priority-selector.tsx",".tsx","4225","108"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-progress\task-drawer-progress.tsx",".tsx","11735","310"
"frontend\src\components\task-drawer\shared\info-tab\details\task-drawer-recurring-config\task-drawer-recurring-config.tsx",".tsx","15029","361"
"frontend\src\components\task-drawer\shared\info-tab\info-tab-footer.tsx",".tsx","17674","468"
"frontend\src\components\task-drawer\shared\info-tab\notify-member-selector.tsx",".tsx","8414","221"
"frontend\src\components\task-drawer\shared\info-tab\subtask-table.css",".css","412","16"
"frontend\src\components\task-drawer\shared\info-tab\subtask-table.tsx",".tsx","10169","282"
"frontend\src\components\task-drawer\shared\info-tab\task-details-form.tsx",".tsx","7425","175"
"frontend\src\components\task-drawer\shared\info-tab\task-drawer-info-tab.tsx",".tsx","10644","286"
"frontend\src\components\task-drawer\shared\time-log\TaskDrawerTimeLog.tsx",".tsx","5434","147"
"frontend\src\components\task-drawer\shared\time-log\task-drawer-time-log.tsx",".tsx","5412","125"
"frontend\src\components\task-drawer\shared\time-log\time-log-form.tsx",".tsx","8898","237"
"frontend\src\components\task-drawer\shared\time-log\time-log-item.css",".css","0","0"
"frontend\src\components\task-drawer\shared\time-log\time-log-item.tsx",".tsx","4033","112"
"frontend\src\components\task-drawer\shared\time-log\time-log-list.tsx",".tsx","594","18"
"frontend\src\components\task-drawer\task-drawer.css",".css","622","26"
"frontend\src\components\task-drawer\task-drawer.tsx",".tsx","7587","228"
"frontend\src\components\task-drawer\task-drawer-header\task-drawer-header.css",".css","678","30"
"frontend\src\components\task-drawer\task-drawer-header\task-drawer-header.tsx",".tsx","7459","173"
"frontend\src\components\task-drawer\task-drawer-status-dropdown\task-drawer-status-dropdown.css",".css","372","16"
"frontend\src\components\task-drawer\task-drawer-status-dropdown\task-drawer-status-dropdown.tsx",".tsx","3559","94"
"frontend\src\components\task-drawer\task-hierarchy-breadcrumb\task-hierarchy-breadcrumb.css",".css","1920","75"
"frontend\src\components\task-drawer\task-hierarchy-breadcrumb\task-hierarchy-breadcrumb.tsx",".tsx","6398","175"
"frontend\src\components\taskListCommon\assignee-selector\assignee-selector.tsx",".tsx","8629","219"
"frontend\src\components\task-list-common\assigneeSelector\AssigneeSelector.tsx",".tsx","4989","151"
"frontend\src\components\task-list-common\convert-to-subtask-drawer\convert-to-subtask-drawer.tsx",".tsx","8569","237"
"frontend\src\components\taskListCommon\labelsSelector\color-changed-label.tsx",".tsx","1317","47"
"frontend\src\components\task-list-common\labelsSelector\color-changed-label.tsx",".tsx","1285","46"
"frontend\src\components\taskListCommon\labelsSelector\CustomColordLabel.old.tsx",".tsx","798","27"
"frontend\src\components\task-list-common\labelsSelector\custom-color-label.tsx",".tsx","945","27"
"frontend\src\components\taskListCommon\labelsSelector\CustomNumberLabel.tsx",".tsx","584","23"
"frontend\src\components\task-list-common\labelsSelector\custom-number-label.tsx",".tsx","664","22"
"frontend\src\components\taskListCommon\labelsSelector\LabelsSelector.tsx",".tsx","5504","161"
"frontend\src\components\task-list-common\labelsSelector\labels-selector.tsx",".tsx","4827","149"
"frontend\src\components\taskListCommon\phase-dropdown\phase-dropdown.css",".css","558","25"
"frontend\src\components\task-list-common\phaseDropdown\phaseDropdown.css",".css","357","16"
"frontend\src\components\taskListCommon\phase-dropdown\phase-dropdown.tsx",".tsx","4429","140"
"frontend\src\components\task-list-common\phaseDropdown\PhaseDropdown.tsx",".tsx","2060","59"
"frontend\src\components\taskListCommon\priorityDropdown\priorityDropdown.css",".css","369","16"
"frontend\src\components\task-list-common\priorityDropdown\priority-dropdown.css",".css","369","16"
"frontend\src\components\taskListCommon\priorityDropdown\PriorityDropdown.tsx",".tsx","3485","119"
"frontend\src\components\task-list-common\priorityDropdown\priority-dropdown.tsx",".tsx","5975","160"
"frontend\src\components\taskListCommon\statusDropdown\statusDropdown.css",".css","361","16"
"frontend\src\components\task-list-common\status-dropdown\status-dropdown.css",".css","372","16"
"frontend\src\components\taskListCommon\statusDropdown\StatusDropdown.tsx",".tsx","3551","103"
"frontend\src\components\task-list-common\status-dropdown\status-dropdown.tsx",".tsx","4913","132"
"frontend\src\components\taskListCommon\task-list-bulk-actions-bar\components\AssigneesDropdown.tsx",".tsx","3310","85"
"frontend\src\components\taskListCommon\task-list-bulk-actions-bar\components\LabelsDropdown.tsx",".tsx","5205","150"
"frontend\src\components\taskListCommon\task-list-bulk-actions-bar\task-list-bulk-actions-bar.css",".css","1212","66"
"frontend\src\components\taskListCommon\task-list-bulk-actions-bar\task-list-bulk-actions-bar.tsx",".tsx","20223","540"
"frontend\src\components\task-list-common\task-row\task-list-due-time-cell\task-row-due-time.tsx",".tsx","568","19"
"frontend\src\components\task-list-common\task-row\task-row-description\task-row-description.tsx",".tsx","501","17"
"frontend\src\components\task-list-common\task-row\task-row-name\task-row-name.tsx",".tsx","3900","113"
"frontend\src\components\task-list-common\task-row\task-row-progress\task-row-progress.css",".css","811","25"
"frontend\src\components\task-list-common\task-row\task-row-progress\task-row-progress.tsx",".tsx","779","26"
"frontend\src\components\task-list-common\task-row\task-row-time-tracking\task-row-time-tracking.tsx",".tsx","2502","63"
"frontend\src\components\taskListCommon\task-timer\task-timer.tsx",".tsx","5697","156"
"frontend\src\components\task-list-v2\components\AddTaskRow.tsx",".tsx","6087","165"
"frontend\src\components\task-list-v2\components\CustomColumnComponents.tsx",".tsx","22534","553"
"frontend\src\components\task-list-v2\components\DatePickerColumn.tsx",".tsx","4699","125"
"frontend\src\components\task-list-v2\components\TaskContextMenu.tsx",".tsx","19421","519"
"frontend\src\components\task-list-v2\components\TaskListSkeleton.tsx",".tsx","6777","167"
"frontend\src\components\task-list-v2\components\TaskRowColumns.tsx",".tsx","12432","343"
"frontend\src\components\task-list-v2\components\TitleColumn.tsx",".tsx","12308","285"
"frontend\src\components\task-list-v2\constants\columns.ts",".ts","2270","34"
"frontend\src\components\task-list-v2\GroupProgressBar.tsx",".tsx","3606","104"
"frontend\src\components\task-list-v2\hooks\useBulkActions.ts",".ts","12834","329"
"frontend\src\components\task-list-v2\hooks\useDragAndDrop.ts",".ts","7418","193"
"frontend\src\components\task-list-v2\hooks\useTaskRowActions.ts",".ts","1974","56"
"frontend\src\components\task-list-v2\hooks\useTaskRowColumns.tsx",".tsx","9326","343"
"frontend\src\components\task-list-v2\hooks\useTaskRowState.ts",".ts","3657","88"
"frontend\src\components\task-list-v2\SubtaskLoadingSkeleton.tsx",".tsx","5326","139"
"frontend\src\components\task-list-v2\TaskGroupHeader.tsx",".tsx","18991","479"
"frontend\src\components\task-list-v2\TaskListV2.tsx",".tsx","443","14"
"frontend\src\components\task-list-v2\TaskListV2Table.tsx",".tsx","37124","924"
"frontend\src\components\task-list-v2\TaskRow.tsx",".tsx","4845","149"
"frontend\src\components\task-list-v2\TaskRowWithSubtasks.tsx",".tsx","10879","298"
"frontend\src\components\task-list-v2\TaskTimeTracking.tsx",".tsx","861","24"
"frontend\src\components\task-list-v2\types\TaskRowTypes.ts",".ts","5833","213"
"frontend\src\components\task-management\CreateTaskModal.css",".css","3537","152"
"frontend\src\components\task-management\CreateTaskModal.tsx",".tsx","18094","511"
"frontend\src\components\task-management\drag-drop-optimized.css",".css","0","0"
"frontend\src\components\task-management\improved-task-filters.tsx",".tsx","61522","1488"
"frontend\src\components\task-management\lazy-assignee-selector.tsx",".tsx","2737","76"
"frontend\src\components\task-management\lazy-loading-optimizations.tsx",".tsx","11942","350"
"frontend\src\components\task-management\ManagePhaseModal.css",".css","8365","313"
"frontend\src\components\task-management\ManagePhaseModal.tsx",".tsx","21755","579"
"frontend\src\components\task-management\ManageStatusModal.css",".css","7965","290"
"frontend\src\components\task-management\ManageStatusModal.tsx",".tsx","35283","881"
"frontend\src\components\task-management\optimized-bulk-action-bar.css",".css","5698","216"
"frontend\src\components\task-management\optimized-bulk-action-bar.tsx",".tsx","28655","825"
"frontend\src\components\task-management\performance-analysis.tsx",".tsx","9999","297"
"frontend\src\components\task-management\task-context-menu\task-context-menu.tsx",".tsx","14485","416"
"frontend\src\components\task-management\task-group.tsx",".tsx","24224","593"
"frontend\src\components\task-management\task-list-board.tsx",".tsx","47654","1214"
"frontend\src\components\task-management\task-list-filters.tsx",".tsx","1589","50"
"frontend\src\components\task-management\task-list-group.tsx",".tsx","2738","87"
"frontend\src\components\task-management\task-list-header.tsx",".tsx","697","29"
"frontend\src\components\task-management\task-phase-dropdown.tsx",".tsx","10742","285"
"frontend\src\components\task-management\task-priority-dropdown.tsx",".tsx","10126","267"
"frontend\src\components\task-management\task-row.tsx",".tsx","63224","1510"
"frontend\src\components\task-management\task-row-optimized.css",".css","14420","503"
"frontend\src\components\task-management\task-row-utils.ts",".ts","9498","298"
"frontend\src\components\task-management\task-status-dropdown.tsx",".tsx","11209","293"
"frontend\src\components\task-management\virtualized-task-list.tsx",".tsx","43314","1042"
"frontend\src\components\task-templates\import-task-template.tsx",".tsx","5130","153"
"frontend\src\components\task-templates\task-template-drawer.tsx",".tsx","5769","171"
"frontend\src\components\Tooltip.tsx",".tsx","1111","33"
"frontend\src\components\TrialExpirationAlert\TrialExpirationAlert.tsx",".tsx","5152","140"
"frontend\src\components\update-notification\index.ts",".ts","156","2"
"frontend\src\components\update-notification\UpdateNotification.tsx",".tsx","3232","111"
"frontend\src\components\update-notification\UpdateNotificationProvider.tsx",".tsx","1224","43"
"frontend\src\config\env.ts",".ts","1483","47"
"frontend\src\features\account-setup\account-setup.slice.ts",".ts","2292","78"
"frontend\src\features\actionSetup\buttonSlice.ts",".ts","513","18"
"frontend\src\features\admin-center\admin-center.slice.ts",".ts","2962","82"
"frontend\src\features\admin-center\billing\billing.slice.ts",".ts","700","23"
"frontend\src\features\auth\authSlice.ts",".ts","5930","158"
"frontend\src\features\board\board-slice.ts",".ts","29306","794"
"frontend\src\features\board\create-card.slice.ts",".ts","1152","31"
"frontend\src\features\date\dateSlice.ts",".ts","537","20"
"frontend\src\features\enhanced-kanban\enhanced-kanban.slice.ts",".ts","36754","998"
"frontend\src\features\group-by-filter-dropdown\group-by-filter-dropdown-slice.ts",".ts","546","18"
"frontend\src\features\home-page\home-page.slice.ts",".ts","4751","142"
"frontend\src\features\home-page\user-activity.slice.ts",".ts","1607","53"
"frontend\src\features\i18n\LanguageSelector.tsx",".tsx","1596","56"
"frontend\src\features\i18n\localesSlice.ts",".ts","2183","68"
"frontend\src\features\navbar\help\HelpButton.css",".css","59","3"
"frontend\src\features\navbar\help\HelpButton.tsx",".tsx","627","20"
"frontend\src\features\navbar\invite\InviteButton.tsx",".tsx","927","28"
"frontend\src\features\navbar\mobile-menu\mobileMenu.css",".css","778","31"
"frontend\src\features\navbar\mobile-menu\MobileMenuButton.tsx",".tsx","3015","103"
"frontend\src\features\navbar\navbar.tsx",".tsx","8642","218"
"frontend\src\features\navbar\NavbarLogo.tsx",".tsx","868","23"
"frontend\src\features\navbar\navRoutes.ts",".ts","821","34"
"frontend\src\features\navbar\notificationSlice.ts",".ts","4371","115"
"frontend\src\features\navbar\switch-team\switchTeam.css",".css","686","26"
"frontend\src\features\navbar\switch-team\SwitchTeamButton.tsx",".tsx","8277","207"
"frontend\src\features\navbar\timers\TimerButton.tsx",".tsx","14420","369"
"frontend\src\features\navbar\upgrade-plan\UpgradePlanButton.tsx",".tsx","6727","198"
"frontend\src\features\navbar\user-profile\profile-button.css",".css","56","3"
"frontend\src\features\navbar\user-profile\ProfileButton.tsx",".tsx","5604","148"
"frontend\src\features\navbar\user-profile\profile-dropdown.css",".css","757","32"
"frontend\src\features\project\project.slice.ts",".ts","7541","208"
"frontend\src\features\project\project-drawer.slice.ts",".ts","2968","83"
"frontend\src\features\project\project-view-slice.ts",".ts","1530","41"
"frontend\src\features\projects\bulkActions\bulkActionSlice.ts",".ts","935","28"
"frontend\src\features\projects\bulkActions\BulkTasksActionContainer.tsx",".tsx","3439","106"
"frontend\src\features\projects\insights\project-insights.slice.ts",".ts","1231","37"
"frontend\src\features\projects\invite\InviteProjectMember.tsx",".tsx","3221","90"
"frontend\src\features\projects\lookups\projectCategories\projectCategoriesSlice.ts",".ts","5361","148"
"frontend\src\features\projects\lookups\projectHealth\projectHealthSlice.ts",".ts","1612","50"
"frontend\src\features\projects\lookups\projectStatuses\projectStatusesSlice.ts",".ts","1665","50"
"frontend\src\features\projects\priority\prioritySlice.ts",".ts","1199","48"
"frontend\src\features\projects\projects.slice.ts",".ts","1132","37"
"frontend\src\features\projects\projectsSlice.ts",".ts","9994","331"
"frontend\src\features\projects\singleProject\members\projectMembersSlice.ts",".ts","5011","148"
"frontend\src\features\projects\singleProject\phase\ConfigPhaseButton.tsx",".tsx","1099","29"
"frontend\src\features\projects\singleProject\phase\PhaseDrawer.tsx",".tsx","6929","193"
"frontend\src\features\projects\singleProject\phase\PhaseHeader.tsx",".tsx","706","19"
"frontend\src\features\projects\singleProject\phase\PhaseOptionItem.tsx",".tsx","4615","126"
"frontend\src\features\projects\singleProject\phase\phases.slice.ts",".ts","4450","145"
"frontend\src\features\projects\singleProject\taskListColumns\taskColumnsSlice.ts",".ts","5173","188"
"frontend\src\features\projects\singleProject\task-list-custom-columns\task-list-custom-columns-slice.ts",".ts","5077","127"
"frontend\src\features\projects\singleProject\updates\updatesSlice.ts",".ts","367","14"
"frontend\src\features\projects\status\DeleteStatusSlice.ts",".ts","1125","39"
"frontend\src\features\projects\status\StatusSlice.ts",".ts","1217","37"
"frontend\src\features\projects\update-project\update-project-drawer.tsx",".tsx","8401","256"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\activity-log-tab\activity-log-card.tsx",".tsx","4026","98"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\activity-log-tab\members-reports-activity-logs-tab.tsx",".tsx","2666","63"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\members-reports-drawer.tsx",".tsx","5604","154"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\members-reports-drawer-tabs.tsx",".tsx","2098","54"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\members-overview-projects-stats-drawer\members-overview-projects-stats-drawer.tsx",".tsx","2584","70"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\members-overview-projects-stats-drawer\members-overview-projects-stats-table.tsx",".tsx","5959","181"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\members-overview-tasks-stats-drawer\members-overview-tasks-stats-drawer.tsx",".tsx","2454","62"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\members-overview-tasks-stats-drawer\members-overview-tasks-stats-table.tsx",".tsx","5204","166"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\MembersReportsOverviewTab.tsx",".tsx","2216","51"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\MembersReportsPriorityGraph.tsx",".tsx","2389","74"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\MembersReportsProjectGraph.tsx",".tsx","2485","74"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\members-reports-stat-card.tsx",".tsx","3932","104"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\overviewTab\MembersReportsStatusGraph.tsx",".tsx","2394","75"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\taskTab\MembersReportsTasksTab.tsx",".tsx","3638","93"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\taskTab\MembersReportsTasksTable.tsx",".tsx","4413","134"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\taskTab\ProjectFilter.tsx",".tsx","962","29"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\time-log-tab\billable-filter.tsx",".tsx","2663","79"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\time-log-tab\members-reports-time-logs-tab.tsx",".tsx","3277","78"
"frontend\src\features\reporting\membersReports\membersReportsDrawer\time-log-tab\time-log-card.tsx",".tsx","2179","58"
"frontend\src\features\reporting\membersReports\membersReportsSlice.ts",".ts","4447","141"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\membersTab\ProjectReportsMembersTab.tsx",".tsx","1920","47"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\membersTab\ProjectReportsMembersTable.tsx",".tsx","3783","115"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\membersTab\projectReportsMembersTaskDrawer\ProjectReportsMembersTaskDrawer.tsx",".tsx","2447","58"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\membersTab\projectReportsMembersTaskDrawer\ProjectReportsMembersTaskTable.tsx",".tsx","4529","136"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\overviewTab\ProjectReportsDueDateGraph.tsx",".tsx","2303","76"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\overviewTab\ProjectReportsOverviewTab.tsx",".tsx","2534","85"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\overviewTab\ProjectReportsPriorityGraph.tsx",".tsx","2436","82"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\overviewTab\ProjectReportsStatCard.tsx",".tsx","2122","69"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\overviewTab\ProjectReportsStatusGraph.tsx",".tsx","2290","75"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\ProjectReportsDrawer.tsx",".tsx","4364","119"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\ProjectReportsDrawerTabs.tsx",".tsx","1198","32"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\tasksTab\group-by-filter.tsx",".tsx","1183","36"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\tasksTab\ProjectReportsTasksTab.tsx",".tsx","2984","77"
"frontend\src\features\reporting\projectReports\projectReportsDrawer\tasksTab\ProjectReportsTaskTable.tsx",".tsx","6449","196"
"frontend\src\features\reporting\projectReports\project-reports-slice.ts",".ts","9407","260"
"frontend\src\features\reporting\projectReports\project-reports-table-column-slice\project-reports-table-column-slice.ts",".ts","1403","46"
"frontend\src\features\reporting\reporting.slice.ts",".ts","1900","61"
"frontend\src\features\reporting\time-reports\time-reports-overview.slice.ts",".ts","6393","183"
"frontend\src\features\roadmap\roadmap-slice.ts",".ts","5981","224"
"frontend\src\features\schedule\ProjectTimelineModal.tsx",".tsx","5338","145"
"frontend\src\features\schedule\ScheduleDrawer.tsx",".tsx","1485","41"
"frontend\src\features\schedule\ScheduleSettingsDrawer.tsx",".tsx","3936","96"
"frontend\src\features\schedule\scheduleSlice.ts",".ts","7393","224"
"frontend\src\features\schedule-old\ProjectTimelineModal.tsx",".tsx","1873","52"
"frontend\src\features\schedule-old\ScheduleDrawer.tsx",".tsx","1457","40"
"frontend\src\features\schedule-old\ScheduleSettingsDrawer.tsx",".tsx","3380","85"
"frontend\src\features\schedule-old\scheduleSlice.ts",".ts","1348","41"
"frontend\src\features\settings\categories\categoriesSlice.ts",".ts","901","26"
"frontend\src\features\settings\categories\color-changed-category.tsx",".tsx","1367","47"
"frontend\src\features\settings\categories\CustomColorsCategoryTag.tsx",".tsx","560","14"
"frontend\src\features\settings\client\clientSlice.ts",".ts","3468","117"
"frontend\src\features\settings\client\CreateClientDrawer.tsx",".tsx","2142","62"
"frontend\src\features\settings\client\UpdateClientDrawer.tsx",".tsx","2742","77"
"frontend\src\features\settings\job\CreateJobTitlesDrawer.tsx",".tsx","2151","62"
"frontend\src\features\settings\job\jobSlice.ts",".ts","1691","51"
"frontend\src\features\settings\job\UpdateJobTitlesDrawer.tsx",".tsx","2785","77"
"frontend\src\features\settings\label\labelSlice.ts",".ts","1221","42"
"frontend\src\features\settings\member\memberSlice.ts",".ts","1574","46"
"frontend\src\features\settings\taskTemplates\TaskTemplateDrawer.json",".json","1847","36"
"frontend\src\features\settings\taskTemplates\taskTemplateSlice.ts",".ts","817","25"
"frontend\src\features\taskAttributes\taskLabelSlice.ts",".ts","3575","106"
"frontend\src\features\taskAttributes\taskMemberSlice.ts",".ts","2152","78"
"frontend\src\features\taskAttributes\taskPrioritySlice.ts",".ts","3331","98"
"frontend\src\features\taskAttributes\taskStatusSlice.ts",".ts","4299","123"
"frontend\src\features\task-drawer\task-drawer.slice.ts",".ts","5743","152"
"frontend\src\features\task-management\grouping.slice.ts",".ts","9321","250"
"frontend\src\features\task-management\selection.slice.ts",".ts","2571","66"
"frontend\src\features\task-management\taskListFields.slice.ts",".ts","6716","177"
"frontend\src\features\task-management\task-management.slice.ts",".ts","46742","1195"
"frontend\src\features\tasks\tasks.slice.ts",".ts","40808","1121"
"frontend\src\features\team-members\team-members.slice.ts",".ts","4218","131"
